,15_total_duration,15_walk_to,15_walk_from,15_total_changes,18_total_duration,18_walk_to,18_walk_from,18_total_changes,21_total_duration,21_walk_to,21_walk_from,21_total_changes,car_duration,foot_duration,distance_start_centroid,distance_start_cinema,average duration,15_speed,18_speed,21_speed,average speed,average duration difference to car,15_trip_duration,15_transit_dur,15_walk_share,18_trip_duration,18_transit_dur,18_walk_share,21_trip_duration,21_transit_dur,21_walk_share,average transit duration,average walk share,average changes,area,start_location,15 fastest mode,18 fastest mode,21 fastest mode,15 transit is fastest,18 transit is fastest,21 transit is fastest,15 min cinema dur,15 most accessible cinema,18 min cinema dur,18 most accessible cinema,21 min cinema dur,21 most accessible cinema,15 max cinema dur,15 least accessible cinema,18 max cinema dur,18 least accessible cinema,21 max cinema dur,21 least accessible cinema,area average changes,level,level_dummy,cinemas,population aggr,population density,built-up area,transit departures,transit stops
36,1589.6750000000002,492.775,196.9,1.25,1589.6750000000002,492.775,196.9,1.25,2668.375,595.6999999999999,182.675,1.5,778.825,3113.7,4014.522005078568,3668.388847443736,5847.724999999999,2.260258241646847,2.260258241646847,1.4724862209114444,1.99766756806838,5068.9,1589.6750000000002,900.0,46.28307140568697,1589.6750000000002,900.0,46.28307140568697,2633.8250000000003,1890.0,37.9019162200424,3690.0,43.48935301047212,4.0,Heidelberg,POINT (8.6395972 49.399942349999996),transit,transit,transit,100.0,100.0,75.0,1239.1,Luxor Filmpalast Heidelberg,1239.1,Luxor Filmpalast Heidelberg,1239.1,Luxor Filmpalast Heidelberg,1884.7,Die Kamera,1884.7,Die Kamera,3806.3,Gloria & Gloriette,1.8245192307692308,top,3,5,162273,1491.07,30.58,47709,238
37,1008.725,355.85,157.875,0.5,1008.725,355.85,157.875,0.5,1083.725,355.85,157.875,0.25,499.7,1666.8249999999998,1210.5378154164005,1915.514636285884,3101.175,1.7117170621142477,1.7117170621142477,1.6192271896891186,1.6808871046392049,2601.475,898.8,495.0,63.78573074924914,898.8,495.0,63.78573074924914,973.8,570.0,62.07592668352208,1560.0,63.21579606067345,1.25,Heidelberg,POINT (8.70724879316383 49.412322466667945),transit,transit,transit,75.0,75.0,75.0,455.3,Die Kamera,455.3,Die Kamera,455.3,Die Kamera,1631.3,Karlstorkino,1631.3,Karlstorkino,1811.3,Karlstorkino,1.8245192307692308,top,3,5,162273,1491.07,30.58,47709,238
38,1996.675,548.8,157.875,0.5,1996.675,548.8,157.875,0.5,2101.675,548.8,157.875,0.25,1068.95,5389.875,5842.412246202003,6483.87219965773,6095.025000000001,3.353355233002944,3.353355233002944,3.384044317959637,3.363584927988508,5026.075000000001,1996.675,1290.0,37.36469595968624,1996.675,1290.0,37.36469595968624,2101.675,1395.0,38.10422156597187,3975.0,37.611204495114784,1.25,Heidelberg,POINT (8.773635026446657 49.41444512382805),transit,transit,transit,100.0,100.0,100.0,1397.6,Gloria & Gloriette,1397.6,Gloria & Gloriette,1277.6,Gloria & Gloriette,2651.9,Karlstorkino,2651.9,Karlstorkino,3311.9,Karlstorkino,1.8245192307692308,top,3,5,162273,1491.07,30.58,47709,238
39,1291.5,295.8,575.7,0.5,1291.5,295.8,575.7,0.5,1247.575,289.2,433.375,0.5,493.8,1495.45,945.7059360253196,1687.0125176495667,3830.575,1.390858906181893,1.390858906181893,1.403249379377759,1.3949890639138487,3336.775,1191.075,420.0,65.8247638985678,1191.075,420.0,65.8247638985678,1222.575,525.0,59.15552274377493,1365.0,63.60168351363684,1.5,Heidelberg,POINT (8.683257189111687 49.40092917559825),transit,transit,transit,75.0,75.0,75.0,894.8,Die Kamera,894.8,Die Kamera,894.8,Die Kamera,1647.7,Luxor Filmpalast Heidelberg,1647.7,Luxor Filmpalast Heidelberg,1597.8,Gloria & Gloriette,1.8245192307692308,top,3,5,162273,1491.07,30.58,47709,238
40,2329.325,545.6,493.725,0.5,2329.325,545.6,493.725,0.5,2571.8500000000004,545.6,631.25,0.25,1068.8,5426.225,5870.280594612166,6511.649466881067,7230.5,2.893070528531714,2.893070528531714,2.7664741697905924,2.850871742284673,6161.7,2329.325,1290.0,46.14065277978209,2329.325,1290.0,46.14065277978209,2571.8500000000004,1395.0,49.42766307042378,3975.0,47.236322876662655,1.25,Heidelberg,POINT (8.774045744678393 49.414365649490605),transit,transit,transit,100.0,100.0,100.0,1493.6,Gloria & Gloriette,1493.6,Gloria & Gloriette,1373.6,Gloria & Gloriette,3320.5,Karlstorkino,3320.5,Karlstorkino,3980.5,Karlstorkino,1.8245192307692308,top,3,5,162273,1491.07,30.58,47709,238
41,1190.575,602.0999999999999,213.475,0.25,1190.575,602.0999999999999,213.475,0.25,1167.875,585.5999999999999,192.275,0.0,477.925,1427.1,702.7487678507904,1649.2768242255086,3549.025,1.2613109691369015,1.2613109691369015,1.287765216139519,1.2701290514711072,3071.1,1073.225,375.0,74.14741692168904,1073.225,375.0,74.14741692168904,1041.725,390.00000000000006,70.97954053425482,1140.0,73.09145812587764,0.5,Heidelberg,POINT (8.6973070055703 49.41147607290087),both,both,both,50.0,50.0,50.0,670.9,Die Kamera,670.9,Die Kamera,670.9,Die Kamera,1732.9,Karlstorkino,1732.9,Karlstorkino,1546.9,Karlstorkino,1.8245192307692308,top,3,5,162273,1491.07,30.58,47709,238
42,1908.1,544.9,418.19999999999993,0.5,1908.1,544.9,418.19999999999993,0.5,2000.825,436.2,664.6249999999999,0.5,728.4250000000001,3076.275,3707.664518532449,3562.047865219136,5817.025,1.8345495677176045,1.8345495677176045,1.7884952231927334,1.819198119542648,5088.6,1877.875,945.0,52.65254987958659,1877.875,945.0,52.65254987958659,1879.8,900.0,57.16106802945765,2790.0,54.15538926287694,1.5,Heidelberg,POINT (8.67151978394275 49.37561301716229),transit,transit,transit,75.0,75.0,75.0,1421.8,Luxor Filmpalast Heidelberg,1421.8,Luxor Filmpalast Heidelberg,1421.8,Luxor Filmpalast Heidelberg,2499.9,Gloria & Gloriette,2499.9,Gloria & Gloriette,2567.6,Gloria & Gloriette,1.8245192307692308,top,3,5,162273,1491.07,30.58,47709,238
43,1468.5,239.7,268.8,1.25,1468.5,239.7,268.8,1.25,2337.125,192.55,254.575,1.0,811.3249999999999,3590.825,4430.125730559782,4069.215242476623,5274.125000000001,2.762459936050463,2.762459936050463,1.813961878501759,2.4462939168675613,4462.8,1468.5,960.0,35.655267756268046,1468.5,960.0,35.655267756268046,2337.125,1890.0,25.886763135271803,3810.0,32.3990995492693,3.5,Heidelberg,POINT (8.63331535 49.4031795),transit,transit,transit,100.0,100.0,100.0,1202.8,Karlstorkino,1202.8,Karlstorkino,1359.8,Luxor Filmpalast Heidelberg,1682.9,Die Kamera,1682.9,Die Kamera,3236.2,Gloria & Gloriette,1.8245192307692308,top,3,5,162273,1491.07,30.58,47709,238
44,1423.0,667.75,410.25,0.25,1423.0,667.75,410.25,0.25,1650.65,677.2750000000001,433.375,0.25,491.65,1403.1,852.6209902582663,1633.642157080555,4496.65,1.1622257439945447,1.1622257439945447,1.067141870379394,1.1305311194561611,4005.000000000001,1319.525,345.0,75.94777066437175,1319.525,345.0,75.94777066437175,1304.525,540.0,72.86390869764386,1230.0,74.91981667546244,0.75,Heidelberg,POINT (8.682852985002993 49.40367427415887),both,both,both,50.0,50.0,50.0,1042.6,Die Kamera,1042.6,Die Kamera,1042.6,Die Kamera,1690.2,Gloria & Gloriette,1690.2,Gloria & Gloriette,2660.8,Gloria & Gloriette,1.8245192307692308,top,3,5,162273,1491.07,30.58,47709,238
45,2346.525,388.65,157.875,1.0,2481.75,508.875,157.875,1.0,2797.4749999999995,629.1,173.375,1.5,1113.5,4331.125,4859.212281572961,5067.24924563283,7625.75,2.2243884645283485,2.070244945100625,2.013391262941264,2.102674890856746,6512.25,2346.525,1800.0,25.47204178846421,2481.75,1815.0,29.686702785090887,2797.4749999999995,1995.0,33.01966615865489,5610.0,29.39280357740333,3.5,Heidelberg,POINT (8.704862195122235 49.36231306017488),transit,transit,transit,100.0,100.0,100.0,1472.2,Karlstorkino,1472.2,Karlstorkino,1412.2,Karlstorkino,3021.6,Luxor Filmpalast Heidelberg,3021.6,Luxor Filmpalast Heidelberg,4484.4,Luxor Filmpalast Heidelberg,1.8245192307692308,top,3,5,162273,1491.07,30.58,47709,238
46,1767.0,850.1,196.9,1.25,1767.0,850.1,196.9,1.25,2905.5750000000003,707.6999999999999,157.875,2.0,707.1500000000001,2912.4,3601.0249856968903,3289.799614369924,6439.575,1.809134316586773,1.809134316586773,1.1719631545597913,1.596743929244446,5732.425,1767.0,720.0,61.13008745595248,1767.0,720.0,61.13008745595248,2675.675,2040.0,40.60184526815208,3480.0,54.287340060019005,4.5,Heidelberg,POINT (8.647718197440959 49.39425418793247),transit,transit,both,100.0,100.0,50.0,1442.6,Luxor Filmpalast Heidelberg,1442.6,Luxor Filmpalast Heidelberg,1442.6,Luxor Filmpalast Heidelberg,2053.3,Die Kamera,2053.3,Die Kamera,4354.1,Gloria & Gloriette,1.8245192307692308,top,3,5,162273,1491.07,30.58,47709,238
47,1290.675,562.8,157.875,0.0,1290.675,562.8,157.875,0.0,1182.35,514.475,157.875,0.5,485.875,1681.85,1373.9182069622884,1824.22229064504,3763.7,1.3261070242408275,1.3261070242408275,1.4370635731294183,1.3630925405370244,3277.8250000000003,1264.625,570.0,65.01334853539966,1264.625,570.0,65.01334853539966,1156.3,510.0,66.19920861807954,1650.0,65.40863522962627,0.5,Heidelberg,POINT (8.688407706799989 49.41722158600915),transit,transit,transit,75.0,75.0,75.0,429.9,Die Kamera,429.9,Die Kamera,429.9,Die Kamera,2028.1,Karlstorkino,2028.1,Karlstorkino,1774.8,Karlstorkino,1.8245192307692308,top,3,5,162273,1491.07,30.58,47709,238
48,1151.6999999999998,618.8249999999999,157.875,0.0,1151.6999999999998,618.8249999999999,157.875,0.0,1139.025,576.15,157.875,0.0,485.875,1633.9499999999998,1365.5626170218825,1823.4566660009896,3442.425,1.4340264531652358,1.4340264531652358,1.463297547128871,1.4437834844864477,2956.55,1025.75,375.0,72.19187578762993,1025.75,375.0,72.19187578762993,1025.75,405.0,68.48233373352848,1155.0,70.95536176959612,0.0,Heidelberg,POINT (8.690644351459062 49.41752398875513),transit,transit,transit,75.0,75.0,75.0,723.0,Die Kamera,723.0,Die Kamera,672.3,Die Kamera,1650.2,Karlstorkino,1650.2,Karlstorkino,1650.2,Karlstorkino,1.8245192307692308,top,3,5,162273,1491.07,30.58,47709,238
49,1331.0,269.95000000000005,476.05,0.5,1331.0,269.95000000000005,476.05,0.5,1302.3,269.95,357.35,0.75,642.675,1596.45,973.558571393026,1810.641043594751,3964.3,1.1624665036841957,1.1624665036841957,1.2233912198870358,1.1827747424184756,3321.625,1245.45,585.0,64.25853038638228,1245.45,585.0,64.25853038638228,1216.75,675.0,56.08672128666147,1845.0,61.53459401980868,1.75,Heidelberg,POINT (8.704683013828543 49.41100260298056),transit,transit,transit,75.0,75.0,75.0,518.2,Gloria & Gloriette,518.2,Gloria & Gloriette,518.2,Gloria & Gloriette,2219.5,Karlstorkino,2219.5,Karlstorkino,2399.5,Karlstorkino,1.8245192307692308,top,3,5,162273,1491.07,30.58,47709,238
50,1541.1,312.3,268.8,1.25,1541.1,312.3,268.8,1.25,2415.4,270.825,254.575,1.0,808.4,3527.2000000000003,4267.450346615176,3914.6223597440494,5497.6,2.529271528272177,2.529271528272177,1.675542264633792,2.2446951070593824,4689.2,1541.1,960.0,38.69599350797274,1541.1,960.0,38.69599350797274,2415.4,1890.0,28.341117119122494,3810.0,35.24436804502266,3.5,Heidelberg,POINT (8.635541600418597 49.40340618152016),transit,transit,transit,100.0,100.0,100.0,1275.4,Karlstorkino,1275.4,Karlstorkino,1432.4,Luxor Filmpalast Heidelberg,1755.5,Die Kamera,1755.5,Die Kamera,3268.5,Gloria & Gloriette,1.8245192307692308,top,3,5,162273,1491.07,30.58,47709,238
51,1876.375,173.5,157.875,1.5,2019.25,199.475,229.775,2.0,2209.05,286.375,182.675,1.25,703.8,2856.675,3426.044672923619,3332.6304542145344,6104.674999999999,1.8653612098245784,1.8187714795586816,1.8078741905632736,1.8306689599821784,5400.875,1863.85,1545.0,28.44310423680874,1863.85,1590.0,30.639699593813628,1885.55,1740.0,36.2269266775012,4875.0,31.769910169374523,4.75,Heidelberg,POINT (8.676498223613617 49.376923645160204),transit,transit,transit,75.0,75.0,75.0,677.3,Karlstorkino,677.3,Karlstorkino,617.3,Karlstorkino,2899.1,Luxor Filmpalast Heidelberg,3470.6,Luxor Filmpalast Heidelberg,4143.0,Luxor Filmpalast Heidelberg,1.8245192307692308,top,3,5,162273,1491.07,30.58,47709,238
52,1244.975,277.1,157.875,0.75,1244.975,277.1,157.875,0.75,1235.325,312.45,157.875,0.75,697.2249999999999,2723.8,2978.270446880693,3130.877891726551,3725.275000000001,2.681598179197556,2.681598179197556,2.6692727495843416,2.677489702659817,3028.05,1244.975,810.0,38.71546488677235,1244.975,810.0,38.71546488677235,1235.325,765.0,41.26954893117347,2385.0,39.56682623490606,2.25,Heidelberg,POINT (8.67827265 49.430142350000004),transit,transit,transit,100.0,100.0,100.0,544.2,Die Kamera,544.2,Die Kamera,544.2,Die Kamera,1605.9,Gloria & Gloriette,1605.9,Gloria & Gloriette,1610.9,Karlstorkino,1.8245192307692308,top,3,5,162273,1491.07,30.58,47709,238
53,1648.05,305.0,593.05,0.75,1648.05,305.0,593.05,0.75,1702.475,305.0,662.4749999999999,0.75,655.825,2498.425,2640.9852393704905,2896.1960792439654,4998.575000000001,1.7059445427494244,1.7059445427494244,1.644171124239563,1.6853534032461372,4342.75,1648.05,750.0,57.61814466113498,1648.05,750.0,57.61814466113498,1702.475,735.0,59.62874288018869,2235.0,58.28834406748621,2.25,Heidelberg,POINT (8.687642046350527 49.42882943935998),transit,transit,transit,100.0,100.0,100.0,1072.9,Die Kamera,1072.9,Die Kamera,1072.9,Die Kamera,2119.9,Karlstorkino,2119.9,Karlstorkino,2239.9,Karlstorkino,1.8245192307692308,top,3,5,162273,1491.07,30.58,47709,238
54,1265.7,372.825,157.875,0.5,1265.7,372.825,157.875,0.5,1648.525,370.85,182.675,0.75,622.9000000000001,2549.125,2870.71444196476,2947.3538587147173,4179.925,2.3149043034664047,2.3149043034664047,1.9724319213962973,2.200746842776369,3557.025,1265.7,735.0,49.229161531768646,1265.7,735.0,49.229161531768646,1648.525,1095.0,44.82227219529576,2565.0,47.760198419611015,1.75,Heidelberg,POINT (8.686415235163288 49.38016509663165),transit,transit,transit,100.0,100.0,100.0,550.0,Karlstorkino,550.0,Karlstorkino,550.0,Karlstorkino,1867.3,Luxor Filmpalast Heidelberg,1867.3,Luxor Filmpalast Heidelberg,2634.9,Gloria & Gloriette,1.8245192307692308,top,3,5,162273,1491.07,30.58,47709,238
55,2025.2000000000005,462.5,677.6999999999999,0.25,2025.2000000000005,462.5,677.6999999999999,0.25,2027.125,462.5,664.6249999999999,0.5,745.475,3151.8500000000004,3775.063162471384,3628.83343237991,6077.525,1.7966061629375152,1.7966061629375152,1.7983798736564334,1.797197399843821,5332.05,1916.475,885.0,58.085473484268384,1916.475,885.0,58.085473484268384,1918.4,900.0,57.72134008074833,2670.0,57.96409568309503,1.0,Heidelberg,POINT (8.67132312597698 49.3750002040162),transit,transit,transit,75.0,75.0,75.0,1448.1,Luxor Filmpalast Heidelberg,1448.1,Luxor Filmpalast Heidelberg,1448.1,Luxor Filmpalast Heidelberg,2526.2,Gloria & Gloriette,2526.2,Gloria & Gloriette,2593.9,Gloria & Gloriette,1.8245192307692308,top,3,5,162273,1491.07,30.58,47709,238
56,2948.575,1233.8,229.775,1.25,3431.675,1566.9,229.775,1.75,3732.275,1432.5,229.775,1.75,979.925,5002.225,6005.22337447777,5633.212545549317,10112.525,1.9375804313135987,1.772541385549388,1.6514790318244734,1.7872002828958202,9132.6,2948.575,1485.0,49.93960038534868,3363.425,1635.0,49.77006406903928,3577.125,2070.0,45.72499502119278,5190.0,48.47821982519358,4.75,Heidelberg,POINT (8.62878375 49.3724574),transit,transit,transit,100.0,75.0,75.0,2537.8,Luxor Filmpalast Heidelberg,2659.6,Die Kamera,2599.6,Die Kamera,3355.6,Karlstorkino,4665.0,Luxor Filmpalast Heidelberg,5012.6,Luxor Filmpalast Heidelberg,1.8245192307692308,top,3,5,162273,1491.07,30.58,47709,238
57,2084.325,1124.575,569.75,0.25,2084.325,1124.575,569.75,0.25,2208.425,1193.625,579.8,0.25,544.775,1751.225,1682.6132355452312,1985.566498922828,6377.075,0.9777389333825386,0.9777389333825386,0.8914825322966977,0.9489867996872584,5832.299999999999,1598.675,390.0,80.99606997990688,1598.675,390.0,80.99606997990688,1658.9,435.0,81.53691414331074,1215.0,81.17635136770816,0.75,Heidelberg,POINT (8.678214509226287 49.41639026381335),both,both,foot,50.0,50.0,25.0,1658.5,Luxor Filmpalast Heidelberg,1658.5,Luxor Filmpalast Heidelberg,1658.5,Luxor Filmpalast Heidelberg,2556.7,Die Kamera,2556.7,Die Kamera,2507.9,Gloria & Gloriette,1.8245192307692308,top,3,5,162273,1491.07,30.58,47709,238
58,1015.25,212.375,157.875,0.5,1015.25,212.375,157.875,0.5,1071.4,203.8333333333333,167.56666666666666,0.3333333333333333,453.30000000000007,1845.7000000000005,1725.8497010511603,2094.7123959180008,2934.2000000000003,2.171866761437249,2.171866761437249,2.0741337792860453,2.1378413355471664,2534.366666666667,1015.25,645.0,44.35798578436054,1015.25,645.0,44.35798578436054,1418.925,700.0,46.96432383527448,1820.0,48.64968489602853,1.0,Heidelberg,POINT (8.6870048 49.390691499999996),transit,transit,both,100.0,100.0,50.0,318.6,Karlstorkino,318.6,Karlstorkino,318.6,Karlstorkino,1610.5,Luxor Filmpalast Heidelberg,1610.5,Luxor Filmpalast Heidelberg,2030.5,Luxor Filmpalast Heidelberg,1.8245192307692308,top,3,5,162273,1491.07,30.58,47709,238
59,1134.575,601.7,157.875,0.0,1134.575,601.7,157.875,0.0,1164.575,601.7,157.875,0.0,514.85,1535.6,1211.7579214007924,1720.39256336412,3433.725,1.3444003086073018,1.3444003086073018,1.323038965383005,1.3372798608658696,2918.8750000000005,1006.775,375.0,71.81890568074571,1006.775,375.0,71.81890568074571,1021.775,405.0,69.26397108435916,1154.9999999999998,70.96726081528352,0.0,Heidelberg,POINT (8.689481134895177 49.415912462675),transit,transit,transit,75.0,75.0,75.0,688.8,Die Kamera,688.8,Die Kamera,748.8,Die Kamera,1564.8,Karlstorkino,1564.8,Karlstorkino,1564.8,Karlstorkino,1.8245192307692308,top,3,5,162273,1491.07,30.58,47709,238
60,1496.075,528.2,157.875,0.75,1496.075,528.2,157.875,0.75,1586.075,528.2,157.875,0.25,692.75,2460.525,2525.970927216831,2804.3627422981262,4578.225,1.8722545296308943,1.8722545296308943,1.750338580920057,1.831615880060616,3885.475,1496.075,810.0,49.46029050596911,1496.075,810.0,49.46029050596911,1586.075,900.0,47.09362055226211,2520.0,48.67140052140012,1.75,Heidelberg,POINT (8.689275396593942 49.42795709624412),transit,transit,transit,100.0,100.0,100.0,795.3,Die Kamera,795.3,Die Kamera,795.3,Die Kamera,1857.0,Gloria & Gloriette,1857.0,Gloria & Gloriette,1971.3,Karlstorkino,1.8245192307692308,top,3,5,162273,1491.07,30.58,47709,238
61,1085.4250000000002,552.5500000000001,157.875,0.0,1085.4250000000002,552.5500000000001,157.875,0.0,1085.4250000000002,552.5500000000001,157.875,0.0,534.2,1560.8,1211.824335461302,1725.269161738418,3256.275,1.4469620015911966,1.4469620015911966,1.4742797868736233,1.456067930018672,2722.0750000000003,1008.45,375.0,70.93780646319041,1008.45,375.0,70.93780646319041,1008.45,375.0,71.86514969496108,1125.0,71.24692087378062,0.0,Heidelberg,POINT (8.688382602731705 49.41567080469227),transit,transit,transit,75.0,75.0,75.0,540.7,Die Kamera,540.7,Die Kamera,540.7,Die Kamera,1617.0,Karlstorkino,1617.0,Karlstorkino,1617.0,Karlstorkino,1.8245192307692308,top,3,5,162273,1491.07,30.58,47709,238
62,1395.375,652.5,157.875,1.0,1395.375,652.5,157.875,1.0,1488.575,632.45,196.125,0.0,700.0249999999999,2487.0,2785.2896343943403,2665.5099179408844,4279.325,1.7808959715125012,1.7808959715125012,1.721559852712339,1.76111726524578,3579.3,1395.375,585.0,63.60908503497643,1395.375,585.0,63.60908503497643,1488.575,660.0,60.78661298091121,1830.0,62.668261016954695,2.0,Heidelberg,POINT (8.67432571202068 49.38406897368416),transit,transit,transit,100.0,100.0,100.0,835.6,Karlstorkino,835.6,Karlstorkino,875.4,Karlstorkino,1981.3,Gloria & Gloriette,1981.3,Gloria & Gloriette,2374.3,Gloria & Gloriette,1.8245192307692308,top,3,5,162273,1491.07,30.58,47709,238
63,1418.275,435.4,157.875,0.25,1418.275,435.4,157.875,0.25,1433.275,435.4,157.875,0.5,748.35,3102.775,3719.260850859067,3584.056894718352,4269.825,2.491055486039728,2.491055486039728,2.4973471751600465,2.4931527157465005,3521.4750000000004,1418.275,825.0,47.867314421044846,1418.275,825.0,47.867314421044846,1433.275,840.0,47.87020127489306,2490.0,47.86827670566092,1.0,Heidelberg,POINT (8.672473313183145 49.37519608163859),transit,transit,transit,100.0,100.0,100.0,738.5,Karlstorkino,738.5,Karlstorkino,738.5,Karlstorkino,2124.2,Gloria & Gloriette,2124.2,Gloria & Gloriette,2244.2,Gloria & Gloriette,1.8245192307692308,top,3,5,162273,1491.07,30.58,47709,238
64,1166.75,198.3,503.45,0.5,1166.75,198.3,503.45,0.5,1487.55,464.475,573.0749999999999,0.5,538.675,1863.475,2401.1444582953973,2210.916915414271,3821.05,1.7301814469257115,1.7301814469257115,1.3663454499148868,1.6089027812554364,3282.375,1114.4,465.0,64.29918262945421,1114.4,465.0,64.29918262945421,1426.925,450.0,72.47069483002248,1380.0,67.02302002964365,1.5,Heidelberg,POINT (8.661229845539957 49.40429662717889),transit,transit,transit,75.0,75.0,75.0,610.8,Luxor Filmpalast Heidelberg,610.8,Luxor Filmpalast Heidelberg,643.9,Luxor Filmpalast Heidelberg,1429.7,Gloria & Gloriette,1429.7,Gloria & Gloriette,2287.3,Gloria & Gloriette,1.8245192307692308,top,3,5,162273,1491.07,30.58,47709,238
65,1543.3000000000002,552.15,151.15,0.75,1543.3000000000002,552.15,151.15,0.75,1567.6,491.65,175.95,0.5,634.9000000000001,2469.15,2938.6566034792327,2904.003271937396,4654.2,1.7872547662801377,1.7872547662801377,1.8430994860285328,1.805869672862936,4019.2999999999993,1543.3000000000002,840.0,54.05889137889671,1543.3000000000002,840.0,54.05889137889671,1567.6,900.0,52.22010185046086,2580.0,53.44596153608476,2.0,Heidelberg,POINT (8.68083972496118 49.380536589604326),transit,transit,transit,100.0,100.0,100.0,529.6,Karlstorkino,529.6,Karlstorkino,567.0,Karlstorkino,2161.1,Gloria & Gloriette,2161.1,Gloria & Gloriette,2600.6,Gloria & Gloriette,1.8245192307692308,top,3,5,162273,1491.07,30.58,47709,238
66,2512.875,1313.975,553.9000000000001,0.5,2512.875,1313.975,553.9000000000001,0.5,2164.4,1046.6999999999998,532.7,0.25,455.175,1369.725,188.4779992437421,1647.3057394812097,7190.15,0.6987156487612315,0.6987156487612315,0.996818045127798,0.7980831142167537,6734.975,1369.725,645.0,76.41620392732933,1369.725,645.0,76.41620392732933,1251.625,585.0,75.31319381937277,1875.0,76.04853389134382,1.25,Heidelberg,POINT (8.692474664841773 49.40425145583316),foot,foot,foot,0.0,0.0,25.0,1788.8,Karlstorkino,1788.8,Karlstorkino,760.4,Gloria & Gloriette,3290.3,Luxor Filmpalast Heidelberg,3290.3,Luxor Filmpalast Heidelberg,3710.3,Luxor Filmpalast Heidelberg,1.8245192307692308,top,3,5,162273,1491.07,30.58,47709,238
67,1318.975,741.1,157.875,0.25,1318.975,741.1,157.875,0.25,1333.975,741.1,157.875,0.0,497.025,1444.725,1048.5137910455808,1640.0435339926123,3971.925,1.0963698623275042,1.0963698623275042,1.081747522973998,1.0914957492096686,3474.9,1084.0,420.0,70.43082088915102,1084.0,420.0,70.43082088915102,1099.0,435.0,69.68524178598977,1275.0,70.18229452143062,0.5,Heidelberg,POINT (8.692658225454636 49.41484374037338),both,both,both,50.0,50.0,50.0,888.2,Die Kamera,888.2,Die Kamera,888.2,Die Kamera,1644.2,Karlstorkino,1644.2,Karlstorkino,1644.2,Karlstorkino,1.8245192307692308,top,3,5,162273,1491.07,30.58,47709,238
68,1684.1,519.375,624.7249999999999,0.5,1684.1,519.375,624.7249999999999,0.5,1633.6999999999998,519.375,469.32499999999993,0.75,591.375,1996.825,1134.8119088484673,2031.3190757980512,5001.9,1.1164527055752744,1.1164527055752744,1.1836104324568364,1.138838614535795,4410.525,1656.925,540.0,73.7626119193493,1656.925,540.0,73.7626119193493,1606.525,645.0,67.37442226083171,1725.0,71.63321536651011,1.75,Heidelberg,POINT (8.70929838395685 49.408322584698),transit,transit,transit,75.0,75.0,75.0,751.1,Gloria & Gloriette,751.1,Gloria & Gloriette,751.1,Gloria & Gloriette,2784.5,Karlstorkino,2784.5,Karlstorkino,2964.5,Karlstorkino,1.8245192307692308,top,3,5,162273,1491.07,30.58,47709,238
69,913.025,245.15,157.875,0.5,898.0250000000001,245.15,157.875,0.5,913.025,245.15,157.875,0.5,485.9,1791.975,1696.8961848498825,2000.618003675797,2724.075,2.4445531621533965,2.4632316157425644,2.4320512904409304,2.446612022778964,2238.175,913.025,510.0,50.48165819911599,898.0250000000001,495.0,51.28774803517344,913.025,510.0,50.96222383069512,1515.0,50.91054335499485,1.5,Heidelberg,POINT (8.67861231344864 49.4168072677945),transit,transit,transit,100.0,100.0,100.0,278.6,Die Kamera,278.6,Die Kamera,278.6,Die Kamera,1201.9,Karlstorkino,1201.9,Karlstorkino,1321.9,Karlstorkino,1.8245192307692308,top,3,5,162273,1491.07,30.58,47709,238
70,1796.85,333.8,593.05,0.75,1796.85,333.8,593.05,0.75,1838.175,320.70000000000005,662.4749999999999,0.5,621.625,2794.2000000000003,2982.974714940365,3170.3051340282263,5431.875,1.7265860847709549,1.7265860847709549,1.6872360337065633,1.7134694010828242,4810.25,1796.85,870.0,53.97324327982387,1796.85,870.0,53.97324327982387,1838.175,855.0,56.07167646718016,2595.0,54.67272100894263,2.0,Heidelberg,POINT (8.6822823862727 49.43113681734432),transit,transit,transit,100.0,100.0,100.0,1221.7,Die Kamera,1221.7,Die Kamera,1221.7,Die Kamera,2268.7,Karlstorkino,2268.7,Karlstorkino,2508.7,Karlstorkino,1.8245192307692308,top,3,5,162273,1491.07,30.58,47709,238
71,1773.025,349.3,493.725,0.5,1773.025,349.3,493.725,0.5,1999.125,349.3,554.825,0.5,1116.35,3786.225,3469.793316445131,4140.635035699684,5545.175,2.41267924142102,2.41267924142102,2.240599757157015,2.355319413333018,4428.825000000001,1773.025,930.0,50.83870533256738,1773.025,930.0,50.83870533256738,1999.125,1095.0,52.12662190306927,2955.0,51.26801085606801,1.5,Heidelberg,POINT (8.740169927656163 49.414271075477714),transit,transit,transit,100.0,100.0,100.0,937.3,Gloria & Gloriette,937.3,Gloria & Gloriette,877.3,Gloria & Gloriette,2764.2,Karlstorkino,2764.2,Karlstorkino,3178.5,Karlstorkino,1.8245192307692308,top,3,5,162273,1491.07,30.58,47709,238
